-0.1492721,0.08492583,-0.06638336,0.1213324,0.08309448,-0.1297283,-0.0003683604,-0.001199853,0.0001144421,-0.0001466289,0.0002414012,0.0001716631,-0.002331757,-0.0006187024,0.02855329,0.937204,18.75611,358.4076,276.7985,274.7505,0.9385501,18.77106,358.067,275.2372,274.3204,0.9723772,18.87823,357.992,285.0815,253.8678,100
-0.1492507,0.08494282,-0.06646538,0.121305,0.0831542,-0.1296616,0.0006401603,0.0005096248,-0.002460504,-0.0008225523,0.001791734,0.002002736,-0.0009727575,0.0005704222,0.02409005,0.9368004,18.75673,358.377,276.7048,274.6035,0.9382924,18.77114,358.0595,275.183,274.145,0.9811836,18.90802,357.4109,285.7898,252.1289,101
-0.1492861,0.08501965,-0.06627464,0.1213138,0.08331889,-0.1296272,-0.001060377,0.002304935,0.005722103,0.0002646473,0.004940678,0.001029979,0.002145789,0.002789525,0.03009826,0.9364551,18.75744,358.3514,276.6789,274.4922,0.9377979,18.77131,358.048,275.1488,273.9155,0.9919933,18.94406,357.231,286.5413,250.5442,102
-0.1492265,0.08508301,-0.06612396,0.1213728,0.08334291,-0.129549,0.001786369,0.001900811,0.004520461,0.001770276,0.0007206274,0.002346062,0.00473504,0.0006258551,0.03404651,0.9361621,18.7583,358.3156,276.662,274.4523,0.937045,18.77176,358.0599,275.054,273.7032,1.006021,18.9848,357.5965,287.3269,249.4124,103
-0.1491608,0.08529919,-0.06598282,0.1213601,0.08348536,-0.1294823,0.001972337,0.006485646,0.004234356,-0.0003826657,0.004273696,0.002002736,8.583155E-05,0.003467237,0.03461872,0.9360331,18.75919,358.2979,276.674,274.4462,0.9360274,18.77225,358.1698,274.7778,273.4772,1.023476,19.02887,358.0657,287.7894,249.0351,104
-0.1491789,0.0854705,-0.06588936,0.1213691,0.08350295,-0.1294994,-0.0005418116,0.005139164,0.00280383,0.0002717999,0.0005275064,-0.0005149893,-0.0007438734,-0.0003397499,0.03913919,0.93604,18.76016,358.2858,276.689,274.4771,0.9352473,18.77268,358.5992,274.4107,273.0764,1.045396,19.07399,359.0377,287.7334,249.3496,105
-0.1491848,0.08566111,-0.06578636,0.1213449,0.08353543,-0.1294422,-0.0001770276,0.005718527,0.003089936,-0.0007259918,0.0009745457,0.001716631,0.001430526,-0.001389398,0.03788032,0.9361867,18.76131,358.2815,276.6661,274.5307,0.9341844,18.77412,358.9355,274.2169,272.7967,1.069708,19.11814,0.4743723,287.7201,250.1118,106
-0.1491712,0.08580327,-0.06571198,0.121343,0.08363581,-0.1294098,0.0004059117,0.004264755,0.00223162,-5.722103E-05,0.003011257,0.0009727575,0.004506156,-0.002110026,0.03582036,0.9365214,18.76247,358.2878,276.636,274.5632,0.9327942,18.77635,358.7665,274.4853,272.5602,1.093405,19.16624,1.316051,289.037,250.9798,107
-0.1491822,0.0858376,-0.06566429,0.1213871,0.08365583,-0.129343,-0.0003290209,0.001029979,0.001430526,0.001323236,0.0006008208,0.002002736,0.006930897,-0.005682764,0.0407986,0.9370002,18.76366,358.3026,276.5813,274.5951,0.9313365,18.77825,358.0372,275.3942,272.1086,1.118926,19.22212,1.426661,291.0863,252.1511,108
-0.1491438,0.08584988,-0.06558228,0.1213827,0.08373076,-0.1292839,0.001153361,0.0003683604,0.002460504,-0.0001323236,0.002247714,0.001773852,0.006086887,-0.003883878,0.03702201,0.9373952,18.76489,358.3041,276.5062,274.6416,0.9299794,18.77974,356.9867,276.5474,271.4205,1.146206,19.27981,0.830505,293.6687,252.6873,109
-0.1490951,0.08578801,-0.06561852,0.1214257,0.08377939,-0.1292992,0.001460925,-0.001856107,-0.0010872,0.00129105,0.001459136,-0.0004577682,0.007832129,-0.004622386,0.03793754,0.9378203,18.766,358.3064,276.4422,274.6878,0.9295503,18.78101,356.0972,277.5843,270.7294,1.175739,19.33918,0.3778881,297.3098,252.2704,110
-0.1491117,0.08577859,-0.06560516,0.1214125,0.08384186,-0.1292286,-0.000500684,-0.0002825288,0.0004005472,-0.0003969709,0.001873989,0.002117178,0.004348798,-0.002306723,0.03639258,0.9381751,18.76704,358.292,276.3616,274.7245,0.9302522,18.78378,355.6541,278.2261,270.092,1.209678,19.40363,359.3365,301.0233,251.4617,111
-0.1491286,0.0857532,-0.06566238,0.1213909,0.08391064,-0.1292439,-0.0005042604,-0.000761755,-0.001716631,-0.0006473129,0.002063534,-0.0004577682,0.005071214,-0.001856107,0.03049881,0.9384912,18.76797,358.2686,276.2735,274.7714,0.9319884,18.78765,355.492,278.8126,269.0903,1.249065,19.4731,357.7497,303.7315,250.3775,112
-0.1491339,0.08570617,-0.06566238,0.1213917,0.08389872,-0.1292229,-0.0001609342,-0.001410856,0,2.145789E-05,-0.0003576314,0.0006294313,0.001988431,-0.003443991,0.02409005,0.9387141,18.76872,358.2433,276.1944,274.7793,0.9348744,18.79293,355.7355,279.4198,267.6772,1.291724,19.54569,355.8707,305.8412,249.3304,113
-0.1491928,0.08571631,-0.06567192,0.1213902,0.08393842,-0.1291637,-0.001766699,0.0003039867,-0.0002861051,-4.291577E-05,0.001190913,0.001773852,-0.001080047,-0.002124331,0.02220176,0.9388713,18.76944,358.2238,276.0781,274.7812,0.9384388,18.7994,356.3361,280.2217,265.7794,1.335473,19.61905,354.2386,306.9624,248.6273,114
-0.1491793,0.0856812,-0.06570816,0.1214854,0.08393073,-0.1292305,0.0004041235,-0.001053225,-0.0010872,0.002853899,-0.0002306723,-0.002002736,-0.005049756,-0.002288841,0.02162955,0.9389163,18.77,358.1901,275.9719,274.7391,0.9427742,18.8069,357.0453,281.1973,263.5979,1.382608,19.69224,354.1285,307.1173,248.5705,115
