-0.1480633,-0.8470724,-0.01408958,0.1225412,-0.8489037,-0.07743454,-0.0003683604,-0.001199853,0.0001144421,-0.0001466289,0.0002414012,0.0001716631,-0.002331757,-0.0006187024,0.02855329,-0.0005872,0.0184,276.7985,0.0007589,0.03335,275.2372,0.034586,0.14052,285.0815,100
-0.1480095,-0.8470744,-0.01497459,0.1225462,-0.848863,-0.07817078,0.0006401603,0.0005096248,-0.002460504,-0.0008225523,0.001791734,0.002002736,-0.0009727575,0.0005704222,0.02409005,-0.0009584,0.01822,276.7048,0.0005336,0.03263,275.183,0.0434249,0.16951,285.7898,101
-0.1481164,-0.8470905,-0.01578712,0.1224835,-0.8487913,-0.07913971,-0.001060377,0.002304935,0.005722103,0.0002646473,0.004940678,0.001029979,0.002145789,0.002789525,0.03009826,-0.0013752,0.01793,276.6789,-3.23999999999e-05,0.0318,275.1488,0.054163,0.20455,286.5413,102
-0.1482147,-0.847048,-0.01677132,0.1223847,-0.8487881,-0.08019638,0.001786369,0.001900811,0.004520461,0.001770276,0.0007206274,0.002346062,0.00473504,0.0006258551,0.03404651,-0.0018261,0.01765,276.662,-0.0009432,0.03111,275.054,0.0680327,0.24415,287.3269,103
-0.1481518,-0.8469474,-0.01778412,0.1223691,-0.8487613,-0.08128357,0.001972337,0.006485646,0.004234356,-0.0003826657,0.004273696,0.002002736,8.583155E-05,0.003467237,0.03461872,-0.0019579,0.01739,276.674,-0.0019636,0.03045,274.7778,0.0854859,0.28707,287.7894,104
-0.1481451,-0.8467648,-0.01899529,0.1224029,-0.8487324,-0.08260536,-0.0005418116,0.005139164,0.00280383,0.0002717999,0.0005275064,-0.0005149893,-0.0007438734,-0.0003397499,0.03913919,-0.0019261,0.01705,276.689,-0.0027189,0.02957,274.4107,0.1074297,0.33088,287.7334,105
-0.1481987,-0.8465279,-0.02015495,0.122331,-0.8486536,-0.08381081,-0.0001770276,0.005718527,0.003089936,-0.0007259918,0.0009745457,0.001716631,0.001430526,-0.001389398,0.03788032,-0.0018272,0.01694,276.6661,-0.0038294,0.02975,274.2169,0.131694,0.37377,287.7201,106
-0.1483353,-0.8463154,-0.02127457,0.122179,-0.8484828,-0.08497238,0.0004059117,0.004264755,0.00223162,-5.364472E-05,0.003011257,0.0009727575,0.004506156,-0.002110026,0.03582036,-0.0016427,0.01691,276.636,-0.0053699,0.03079,274.4853,0.1552408,0.42068,289.037,107
-0.1485773,-0.8460916,-0.02258682,0.121992,-0.8482734,-0.08626556,-0.0003290209,0.001029979,0.001430526,0.00131966,0.0006008208,0.002002736,0.006930897,-0.005682764,0.0407986,-0.001395,0.01674,276.5813,-0.0070587,0.03133,275.3942,0.1805317,0.4752,291.0863,108
-0.1487418,-0.8459499,-0.02373886,0.1217847,-0.848069,-0.08744049,0.001153361,0.0003683604,0.002460504,-0.0001323236,0.002247714,0.001773852,0.006086887,-0.003883878,0.03702201,-0.0012029,0.01673,276.5062,-0.0086186,0.03158,276.5474,0.2076088,0.53165,293.6687,109
-0.1489542,-0.8458577,-0.02503967,0.1215667,-0.8478663,-0.08872032,0.001460925,-0.001856107,-0.0010872,0.00129105,0.001459136,-0.0004577682,0.007832129,-0.004622386,0.03793754,-0.0010388,0.01658,276.4422,-0.0093088,0.03159,277.5843,0.2368798,0.58976,297.3098,110
-0.1491158,-0.8457902,-0.0262394,0.1214085,-0.8477269,-0.08986282,-0.000500684,-0.0002825288,0.0004005472,-0.0003969709,0.001873989,0.002117178,0.004348798,-0.002306723,0.03639258,-0.000829,0.0164,276.3616,-0.0087519,0.03314,278.2261,0.2706738,0.65299,301.0233,111
-0.1493016,-0.8457537,-0.02731323,0.1212178,-0.8475963,-0.0908947,-0.0005042604,-0.000761755,-0.001716631,-0.0006473129,0.002063534,-0.0004577682,0.005071214,-0.001856107,0.03049881,-0.0006819,0.01632,276.2735,-0.0071847,0.036,278.8126,0.3098918,0.72145,303.7315,112
-0.1493733,-0.845686,-0.02811623,0.1211523,-0.8474934,-0.09167671,-0.0001609342,-0.001410856,0,2.145789E-05,-0.0003576314,0.0006294313,0.001988431,-0.003443991,0.02409005,-0.0005252,0.01627,276.1944,-0.004365,0.04048,279.4198,0.3524845,0.79324,305.8412,113
-0.1493962,-0.845605,-0.02886581,0.1211869,-0.8473829,-0.09235764,-0.001766699,0.0003039867,-0.0002861051,-4.291577E-05,0.001190913,0.001773852,-0.001080047,-0.002124331,0.02220176,-0.0003321,0.01625,276.0781,-0.0007646,0.04621,280.2217,0.3962695,0.86586,306.9624,114
-0.1492144,-0.8455638,-0.02962303,0.1214503,-0.8473143,-0.09314537,0.0004041235,-0.001053225,-0.0010872,0.002853899,-0.0002306723,-0.002002736,-0.005049756,-0.002288841,0.02162955,-0.0001188,0.01608,275.9719,0.0037391,0.05298,281.1973,0.4435728,0.93832,307.1173,115
-0.1489955,-0.845548,-0.03014565,0.1215707,-0.8472982,-0.09358406,0.0001788157,-0.001049648,5.722103E-05,-0.00277522,-0.001042496,0.002574946,-0.006387298,-0.001525298,0.01573578,0.000185,0.01597,275.8477,0.008729,0.06114,282.1466,0.4896487,1.00745,307.2483,116
-0.1485282,-0.845518,-0.03067398,0.1219548,-0.8472915,-0.09402084,0.002355003,0.001321448,-0.003948251,-0.0001430526,0.0006240669,-0.001201642,-0.01166594,0.0004220051,0.01190197,0.000557,0.01589,275.6951,0.0142777,0.07094,282.9307,0.5349396,1.07541,307.5728,117
-0.1482328,-0.8455027,-0.03095818,0.1223059,-0.8473035,-0.09442711,-0.0009799101,-9.298418E-05,0.003604925,0.0006902287,-0.0009119602,-5.722103E-05,-0.009842018,-0.0005525406,0.01213086,0.00084,0.01567,275.5052,0.0202861,0.08311,283.619,0.5824837,1.14728,307.2939,118
-0.1477813,-0.8454903,-0.0313015,0.1227515,-0.8473567,-0.09474182,-0.0008475865,0.00272694,0.001029979,-0.001022826,0.0007599668,0.001888294,-0.01439109,0.002356791,0.01132976,0.0011566,0.01533,275.3582,0.0273209,0.09979,284.3027,0.6301614,1.21936,307.2224,119
-0.1473663,-0.8454094,-0.03175735,0.1232173,-0.8473793,-0.09526443,-0.0001966973,0.003654993,0.001029979,0.001330389,0.0005471761,-0.0009727575,-0.01264585,0.001226676,0.01470581,0.0013461,0.01495,275.2372,0.0351732,0.12212,285.0815,0.6772259,1.29049,306.8849,120
-0.1469326,-0.8453686,-0.03226471,0.1236041,-0.8474572,-0.09579659,0.0009030194,0.004724312,0.003490483,-0.0005078366,0.00116409,0.00274661,-0.0121094,0.003499424,0.01871128,0.001492,0.01441,275.183,0.0443833,0.15129,285.7898,0.7230865,1.35999,304.5649,121
